IP,DNS,Tracking Method,Last Scanned Date,Tags
10.16.138.74,acct056-console.prod.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal
10.16.138.140,db090-console.prod.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal
10.16.191.137,am3-nflow001-console.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|DC:AM3|AI:Internal
10.16.136.247,pdu-am3-02-14d.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.136.242,pdu-am3-02-13c.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.135.247,pdu-am3-02-12d.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.135.243,pdu-am3-02-11d.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.135.240,pdu-am3-02-11a.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.137.242,pdu-am3-02-15c.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.135.241,pdu-am3-02-11b.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.135.246,pdu-am3-02-12c.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.137.240,pdu-am3-02-15a.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.137.244,pdu-am3-02-16a.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.137.247,pdu-am3-02-16d.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.137.246,pdu-am3-02-16c.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.136.244,pdu-am3-02-14a.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.136.243,pdu-am3-02-13d.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.137.241,pdu-am3-02-15b.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.136.241,pdu-am3-02-13b.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.137.245,pdu-am3-02-16b.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.137.243,pdu-am3-02-15d.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.240.108,am3-ss001-to-am3-ls0502-link-prod.ams.netledger.com,IP,2021-01-16,all_internal|BU:NSCore|Security|BU:NetOps|am3_netops_internal_all|Internal|DC:AM3|AI:Internal
10.16.240.169,am3-ls0801-to-am3-ss001-link-prod.ams.netledger.com,IP,2021-01-16,all_internal|BU:NSCore|Security|BU:NetOps|am3_netops_internal_all|Internal|DC:AM3|AI:Internal
10.16.240.216,am3-ss001-to-am3-ls1001-link-prod.ams.netledger.com,IP,2021-01-16,all_internal|BU:NSCore|Security|BU:NetOps|am3_netops_internal_all|Internal|DC:AM3|AI:Internal
10.16.240.217,am3-ls1001-to-am3-ss001-link-prod.ams.netledger.com,IP,2021-01-16,all_internal|BU:NSCore|Security|BU:NetOps|am3_netops_internal_all|Internal|DC:AM3|AI:Internal
10.16.240.205,am3-ls0902-to-am3-ss001-link-prod.ams.netledger.com,IP,2021-01-16,all_internal|BU:NSCore|Security|BU:NetOps|am3_netops_internal_all|Internal|DC:AM3|AI:Internal
10.16.10.135,db085.prod.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_db_saops_internal_all|Internal|PCI:DB|CDE:IPAddress|PCI:CDE|DC:AM3|AI:Internal
10.18.54.60,ops-mcl001.adm.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
10.18.54.61,ops-mcl002.adm.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|du3_prod_admin_internal_all|network_du3_internal_all|Internal|du3_internal_map_live_all|CDE:IPAddress|PCI:CDE|DC:DU3|AI:Internal
172.24.249.22,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.18.200.104,odbc005vip.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|openPorts.port:1708|all_odbc_servers|DC:DU3|AI:Internal
10.18.200.103,odbc004vip.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|openPorts.port:1708|all_odbc_servers|DC:DU3|AI:Internal
10.18.56.61,admindocs.eu1.snap.netsuite.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
172.24.249.24,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.16.200.102,available-10.16.200.102.ips.ams.netledger.com,IP,2021-01-16,all_internal|BU:NSCore|Security|BU:NetOps|am3_netops_internal_all|Internal|openPorts.port:1708|all_odbc_servers|AI:No DNS Record|DC:AM3|AI:Internal
10.16.200.103,available-10.16.200.103.ips.ams.netledger.com,IP,2021-01-16,all_internal|BU:NSCore|Security|BU:NetOps|am3_netops_internal_all|Internal|openPorts.port:1708|all_odbc_servers|AI:No DNS Record|DC:AM3|AI:Internal
172.24.242.237,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
40.143.37.105,None,IP,2020-11-04,all_external|Security|bronto_external_dev|BU:Bronto|Internet Facing Assets
172.25.20.29,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
10.16.55.50,ot-relport001.st.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|BU:NetOps|SRE|am3_internal_all|am3_prod_admin_saops_internal_all|Internal|CDE:IPAddress|PCI:CDE|DC:AM3|AI:Internal
40.143.37.105,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
172.24.242.200,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.25.20.30,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
172.24.248.126,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.16.8.136,db072.prod.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_db_saops_internal_all|Internal|PCI:DB|CDE:IPAddress|PCI:CDE|DC:AM3|AI:Internal
10.16.182.244,pdu-am3-02-10a.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.241,pdu-am3-02-09b.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.242,pdu-am3-02-09c.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.247,pdu-am3-02-10d.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.240,pdu-am3-02-09a.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.245,pdu-am3-02-10b.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.246,pdu-am3-02-10c.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.243,pdu-am3-02-09d.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.18.56.15,content.eu1.snap.netsuite.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.14,zoo005.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.16.182.233,pdu-am3-02-07b.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.234,pdu-am3-02-07c.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.238,pdu-am3-02-08c.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.239,pdu-am3-02-08d.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.237,pdu-am3-02-08b.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.236,pdu-am3-02-08a.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.235,pdu-am3-02-07d.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.16.182.232,pdu-am3-02-07a.ams.netledger.com,IP,2021-01-14,all_internal|BU:NSCore|Security|am3_prod_ilo_saops_internal_all|Internal|PCI:CDE|DC:AM3|CDE:ILO|AI:Internal|NSCore PDU
10.18.56.16,content.eu1.f.netsuite.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
64.89.45.99,email.source.na1.netsuite.com,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all|pci_nscore_ext_appmxmail
172.24.241.67,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
167.216.129.10,email.source.na0.netsuite.com,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all|pci_nscore_ext_appmxmail
212.25.248.149,email.source.eu2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all|pci_nscore_ext_appmxmail
208.46.212.149,email.source.na2.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|pci_nscore_ext_appmxmail
185.72.129.149,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|pci_nscore_ext_appmxmail
72.34.169.149,email.source.na3.netsuite.com,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|pci_netsuite_ch1|new_map_ch1_external_all|nscore_pci_jquery_external_all|pci_netsuite_2019|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|pci_nscore_ext_appmxmail
40.143.37.244,None,IP,2020-11-04,all_external|Security|bronto_external_dev|BU:Bronto|Internet Facing Assets
40.143.37.244,None,IP,2020-10-29,Security|BU:Bronto|Bronto_DevStage_40_External_All|Bronto_ALL_External|Internet Facing Assets
172.24.129.33,None,IP,2021-01-18,all_internal|Security|ITGI|se4b_corpIT_internal_all|BU:DevOps|Internal|AI:Internal
172.24.241.87,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
167.216.128.227,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:OpenAir|BU:NetOps|SRE|sc9b_openair_external_all|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
10.18.56.206,ops-ci-db001.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
172.23.128.245,None,IP,2020-12-09,all_internal|BU:NSCore|Security|ITGI|network_sc9b_corpIT_internal_all|BU:DevOps|Internal|AI:Internal
172.25.20.24,None,IP,2021-01-13,brno_internal_all|all_internal|Security|ITGI|BU:NetOps|SRE|CZBRN1_office_internal_all|BU:DevOps|Internal|AI:Internal
10.18.56.251,ops-ci-db003.prod.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.207,ops-ci-rpmbuild001.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
172.24.241.224,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.243.74,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.243.234,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.249.225,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
10.18.56.212,db000-a.snap.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.79,db000-b.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.208,kafka004.f.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.209,kafka005.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
10.18.56.17,zoo004.f.dub.netledger.com,IP,2020-12-03,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|DC:DU3|AI:Internal
212.25.248.33,None,IP,2021-01-07,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|pci_netsuite_2019|openPorts.port:1708|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
185.72.129.33,None,IP,2021-01-08,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|pci_netsuite_2019|openPorts.port:1708|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
72.34.169.33,None,IP,2021-01-08,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|pci_netsuite_ch1|new_map_ch1_external_all|pci_netsuite_2019|openPorts.port:1708|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
212.25.248.34,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|am3_external_all|am3_external_all_1|pci_netsuite_2019|openPorts.port:1708|all_odbc_servers|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_am3_external_all
64.89.45.29,None,IP,2021-01-08,bo1_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|openPorts.port:1708|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
72.34.169.34,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|network_ch1_external_all|pci_netsuite_ch1|new_map_ch1_external_all|pci_netsuite_2019|openPorts.port:1708|all_odbc_servers|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
64.89.45.30,None,IP,2021-01-19,bo1_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|openPorts.port:1708|all_odbc_servers|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|bo2_external_all|Internet Facing Assets|network_bo1_external_all
167.216.129.28,None,IP,2021-01-08,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|openPorts.port:1708|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
185.72.129.34,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_du3_external_all|pci_netsuite_2019|openPorts.port:1708|all_odbc_servers|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
167.216.129.29,None,IP,2021-01-19,sc9_external_all|all_external|BU:NSCore|Security|BU:NetOps|SRE|pci_netsuite_2019|openPorts.port:1708|all_odbc_servers|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets|network_sc9_external_all
208.46.212.58,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite_2019|openPorts.port:1708|all_odbc_servers|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
208.46.212.57,None,IP,2021-01-19,all_external|BU:NSCore|Security|BU:NetOps|SRE|network_se4_external_all|pci_netsuite_2019|openPorts.port:1708|NSCore_2020_pci_external_pentest|NSCore_Classic_external_all|Internet Facing Assets
10.18.200.105,odbc006vip.prod.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|openPorts.port:1708|all_odbc_servers|DC:DU3|AI:Internal
10.18.56.245,available-10.18.56.245.ips.dub.netledger.com,IP,2020-12-04,all_internal|BU:NSCore|Security|network_du3_internal_all|du3_prod_saops_internal_all|Internal|du3_internal_map_live_all|AI:No DNS Record|DC:DU3|AI:Internal
129.213.78.80,None,IP,2021-01-19,all_external|BU:NSCore|Security|nscore_oci_external_all - For deletion|iad_oci_external_all|iad_oci_external_all_old|secops_oci_external_adhoc|NSCore_OCI_external_IAD|NSCore_OCI_external_all|Internet Facing Assets|Temp_PCI_NSCore_OCI_external_all|pci_netsuite_oci_external_all|AG:CMDB:OCI_external_all|AG:CMDB:OCI_Compartment:NetSuite.RegionalServices_external|AG:CMDB:IAD_OCI_external|AG:CMDB:NSCORE_OCI_external|Gerard_OCI_External_all
129.213.10.23,None,IP,2021-01-19,all_external|BU:NSCore|Security|nscore_oci_external_all - For deletion|iad_oci_external_all|iad_oci_external_all_old|secops_oci_external_adhoc|NSCore_OCI_external_IAD|NSCore_OCI_external_all|Internet Facing Assets|Temp_PCI_NSCore_OCI_external_all|pci_netsuite_oci_external_all|AG:CMDB:OCI_external_all|AG:CMDB:OCI_Compartment:NetSuite.RegionalServices_external|AG:CMDB:IAD_OCI_external|AG:CMDB:NSCORE_OCI_external|Gerard_OCI_External_all
10.16.200.105,odbc006vip.prod.ams.netledger.com,IP,2021-01-16,all_internal|BU:NSCore|Security|BU:NetOps|am3_netops_internal_all|Internal|openPorts.port:1708|all_odbc_servers|DC:AM3|AI:Internal
172.24.242.152,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.241.227,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_user_scrumvms_internal|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.248.117,None,IP,2021-01-07,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|se4b_devops_infra_vm|Internal|AI:Internal|CDE:ConnectedTo|DevOps Asset
172.24.254.198,None,IP,2021-01-18,all_internal|Security|BU:Payroll|ITGI|se4b_devops_internal_all|BU:DevOps|Internal|EOL:JQuery|AI:Internal|DevOps Asset
